submission_pk,User,b'Accuracy',b'Wish F1 Score',b'Another F1 Score',b'Comfortably F1 Score',b'Money F1 Score',b'Breathe F1 Score',b'Time F1 Score',b'Brain F1 Score',b'Echoes F1 Score',b'Wearing F1 Score',b'Sorrow F1 Score',b'Hey F1 Score',b'Shine F1 Score'
265733,Flavio,0.6070 (120),0.2500 (50),0.4545 (167),0.8852 (125),0.3598 (384),0.0000 (96),0.1386 (250),0.8069 (218),0.1143 (92),0.9176 (27),0.6948 (406),0.4681 (109),0.1481 (102),
267443,Hmila15,0.6046 (121),0.1538 (56),0.5672 (122),0.8166 (188),0.3545 (386),0.0000 (96),0.0984 (265),0.6082 (306),0.0000 (116),0.8372 (72),0.6914 (409),0.8571 (33),0.0909 (110),
272391,xiangyi.kong,0.5998 (122),0.2353 (51),0.5556 (130),0.7273 (202),0.3887 (362),0.2000 (46),0.1915 (225),0.7299 (294),0.1875 (68),0.8750 (52),0.6946 (407),0.5128 (105),0.5625 (18),
273280,SimonJasselette,0.5985 (123),0.1429 (57),0.3175 (181),0.8667 (153),0.4711 (247),0.1481 (64),0.1351 (252),0.6735 (300),0.0000 (116),0.7865 (80),0.6726 (425),0.3810 (116),0.4167 (55),
270647,Clausanty,0.5973 (124),0.4444 (31),0.6237 (73),0.8019 (194),0.4663 (259),0.1500 (63),0.3226 (122),0.8235 (188),0.4082 (13),0.9157 (28),0.6216 (436),0.0000 (127),0.0000 (112),
272638,danieleambrosino,0.5973 (124),0.4444 (31),0.6237 (73),0.8019 (194),0.4663 (259),0.1500 (63),0.3226 (122),0.8235 (188),0.4082 (13),0.9157 (28),0.6216 (436),0.0000 (127),0.0000 (112),
268807,tommaso-sacchetti,0.5913 (125),0.0000 (72),0.5195 (151),0.7783 (197),0.3937 (356),0.0000 (96),0.0377 (277),0.6445 (302),0.0000 (116),0.8706 (56),0.6927 (408),0.2069 (120),0.0000 (112),
263309,janfiala,0.5889 (126),0.4615 (29),0.5833 (110),0.7905 (196),0.3715 (374),0.1786 (52),0.2712 (165),0.8230 (189),0.2769 (38),0.9176 (27),0.6779 (421),0.0000 (127),0.0000 (112),
268554,Davidez,0.5877 (127),0.0000 (72),0.2821 (183),0.8840 (128),0.3303 (396),0.0000 (96),0.1067 (261),0.7819 (250),0.0000 (116),0.8372 (72),0.6625 (427),0.4082 (114),0.1000 (108),
270205,lostinstaches,0.5732 (128),0.1538 (56),0.3864 (176),0.7500 (201),0.3755 (370),0.0000 (96),0.2045 (219),0.6422 (304),0.0000 (116),0.8764 (51),0.6868 (416),0.4737 (107),0.0000 (112),
270216,PedroMarcal,0.5683 (129),0.3000 (46),0.1639 (187),0.8539 (165),0.4368 (311),0.0000 (96),0.2056 (218),0.6667 (301),0.0000 (116),0.6579 (85),0.6501 (429),0.8846 (23),0.1905 (95),
270513,Andrea.seghetto,0.5635 (130),0.2857 (47),0.5455 (138),0.8750 (141),0.3529 (387),0.0000 (96),0.0000 (284),0.3288 (318),0.0000 (116),0.7353 (83),0.6396 (430),0.8936 (20),0.2727 (83),
271726,AliAlladin,0.5357 (131),0.1111 (60),0.0455 (196),0.7027 (205),0.4034 (350),0.0000 (96),0.0938 (266),0.6301 (305),0.0000 (116),0.2917 (97),0.6281 (433),0.8936 (20),0.1818 (96),
267369,Valentinoche,0.5284 (132),0.4348 (32),0.5410 (142),0.8186 (186),0.3792 (367),0.1687 (57),0.2500 (180),0.7206 (297),0.1967 (66),0.9383 (17),0.5230 (447),0.0000 (127),0.0000 (112),
270496,nicolo.fontana,0.5236 (133),0.5000 (25),0.5974 (96),0.9111 (82),0.1486 (408),0.0000 (96),0.2222 (208),0.4872 (313),0.0541 (112),0.8974 (38),0.5465 (441),0.8571 (33),0.1000 (108),
268197,Antony,0.5200 (134),0.3077 (45),0.4746 (165),0.7732 (198),0.1744 (405),0.0000 (96),0.0857 (268),0.5027 (312),0.0000 (116),0.5758 (89),0.6382 (431),0.0000 (127),0.0000 (112),
271263,SickNebo,0.5200 (134),0.3077 (45),0.4746 (165),0.7732 (198),0.1744 (405),0.0000 (96),0.0857 (268),0.5027 (312),0.0000 (116),0.5758 (89),0.6382 (431),0.0000 (127),0.0000 (112),
273299,MarcusToma,0.5151 (135),0.3158 (44),0.0400 (198),0.7730 (199),0.3158 (398),0.0000 (96),0.2222 (208),0.6438 (303),0.0800 (101),0.1778 (99),0.6098 (438),0.7317 (73),0.0000 (112),
272251,ZioIvano,0.5042 (136),0.3333 (43),0.1493 (188),0.7513 (200),0.3398 (393),0.1333 (68),0.2200 (209),0.5789 (307),0.0690 (105),0.6061 (87),0.5923 (440),0.6047 (97),0.2759 (82),
272785,Melo,0.4800 (137),0.0000 (72),0.5479 (136),0.6567 (207),0.1865 (402),0.0000 (96),0.1538 (245),0.2917 (320),0.0000 (116),0.4474 (94),0.6234 (435),0.0000 (127),0.0000 (112),
270148,ElDanee,0.4716 (138),0.0000 (72),0.0000 (200),0.5827 (210),0.1830 (404),0.0000 (96),0.0000 (284),0.5157 (311),0.0000 (116),0.1778 (99),0.6165 (437),0.0000 (127),0.0000 (112),
273003,Lindi,0.4571 (139),0.3158 (44),0.0909 (191),0.6907 (206),0.2995 (400),0.0000 (96),0.0000 (284),0.1583 (321),0.0000 (116),0.2174 (98),0.5988 (439),0.0000 (127),0.0000 (112),
266496,pablosorli,0.4099 (140),0.0000 (72),0.0000 (200),0.6303 (209),0.0420 (415),0.0000 (96),0.0000 (284),0.1157 (324),0.0000 (116),0.4507 (93),0.5438 (442),0.0000 (127),0.0000 (112),
269746,viereck,0.4087 (141),0.1429 (57),0.0870 (192),0.7196 (203),0.0000 (420),0.0000 (96),0.0000 (284),0.0672 (327),0.0000 (116),0.0476 (105),0.5419 (444),0.0000 (127),0.0000 (112),
271776,mpaga,0.3555 (142),0.1538 (56),0.0444 (197),0.2707 (215),0.0000 (420),0.0000 (96),0.0000 (284),0.1026 (325),0.0000 (116),0.1364 (100),0.5335 (445),0.0000 (127),0.0000 (112),
273491,NanaJ,0.3470 (143),0.0000 (72),0.0000 (200),0.2051 (217),0.0000 (420),0.0000 (96),0.0000 (284),0.0000 (331),0.0000 (116),0.0426 (106),0.5072 (449),0.4889 (106),0.0000 (112),
273345,antoine.vd,0.3434 (144),0.2857 (47),0.3158 (182),0.8415 (171),0.1863 (403),0.0571 (92),0.0333 (280),0.4029 (315),0.0000 (116),0.1308 (101),0.4746 (451),0.9412 (8),0.0000 (112),
273132,andreabraccio,0.3410 (145),0.2857 (47),0.1304 (189),0.3709 (213),0.0000 (420),0.0000 (96),0.0204 (283),0.0839 (326),0.0000 (116),0.1364 (100),0.5282 (446),0.0000 (127),0.0000 (112),
273389,Shakibas,0.3374 (146),0.0000 (72),0.0000 (200),0.0917 (219),0.0000 (420),0.0000 (96),0.0000 (284),0.0000 (331),0.0000 (116),0.0426 (106),0.5073 (448),0.4583 (110),0.0000 (112),
273448,Edvard-exe,0.3374 (146),0.0000 (72),0.0000 (200),0.0917 (219),0.0000 (420),0.0000 (96),0.0000 (284),0.0000 (331),0.0000 (116),0.0426 (106),0.5073 (448),0.4583 (110),0.0000 (112),
270435,jllucky,0.3337 (147),0.0000 (72),0.0000 (200),0.0215 (222),0.0000 (420),0.0000 (96),0.0000 (284),0.0448 (328),0.0000 (116),0.0909 (102),0.5430 (443),0.2174 (119),0.0000 (112),
273255,Jahi,0.3108 (148),0.0800 (62),0.5867 (107),0.8118 (189),0.0848 (412),0.0000 (96),0.1657 (241),0.4858 (314),0.0000 (116),0.6667 (84),0.0559 (458),0.5652 (101),0.1250 (103),
272064,Emanuele,0.2950 (149),0.0000 (72),0.0000 (200),0.0000 (225),0.0000 (420),0.0000 (96),0.0000 (284),0.1418 (323),0.0000 (116),0.0000 (109),0.5070 (450),0.0000 (127),0.0000 (112),
269630,feelhippo,0.2830 (150),0.0735 (64),0.4789 (164),0.8060 (191),0.0659 (413),0.0000 (96),0.1752 (235),0.5662 (308),0.0000 (116),0.5897 (88),0.0299 (460),0.0000 (127),0.0000 (112),
273439,duna,0.2817 (151),0.0533 (66),0.2264 (185),0.6338 (208),0.1566 (407),0.0000 (96),0.1699 (237),0.5455 (309),0.0465 (114),0.6349 (86),0.1284 (454),0.0000 (127),0.0000 (112),
271324,WouterVersteegh,0.2491 (152),0.0793 (63),0.4348 (171),0.7143 (204),0.1724 (406),0.0000 (96),0.1587 (243),0.3947 (316),0.0364 (115),0.5122 (91),0.1278 (455),0.4138 (112),0.1569 (100),
273313,julia.bujosa,0.2418 (153),0.0627 (65),0.3636 (179),0.7933 (195),0.1093 (410),0.0000 (96),0.1467 (248),0.5225 (310),0.0000 (116),0.4932 (92),0.0221 (462),0.0000 (127),0.0000 (112),
273324,Matteo.Tremolada,0.2237 (154),0.0952 (61),0.0000 (200),0.5352 (211),0.0152 (418),0.0294 (95),0.2126 (215),0.3006 (319),0.0000 (116),0.5135 (90),0.0149 (463),0.0000 (127),0.0000 (112),
271229,marzotto_m,0.2201 (155),0.0000 (72),0.1803 (186),0.0000 (225),0.3136 (399),0.0000 (96),0.0000 (284),0.3780 (317),0.0000 (116),0.4412 (95),0.0281 (461),0.0000 (127),0.0000 (112),
273254,diegotielens,0.2068 (156),0.3684 (39),0.0323 (199),0.8506 (166),0.1229 (409),0.0000 (96),0.0000 (284),0.1565 (322),0.0000 (116),0.0859 (103),0.0851 (457),0.9412 (8),0.2353 (89),
269236,Marlene,0.1983 (157),0.0291 (70),0.1042 (190),0.0661 (220),0.0000 (420),0.0000 (96),0.0000 (284),0.0000 (331),0.0000 (116),0.0000 (109),0.3978 (453),0.0588 (126),0.1111 (106),
271933,maurofama99,0.1814 (158),0.0000 (72),0.0000 (200),0.0167 (224),0.0292 (416),0.0418 (94),0.0282 (282),0.0000 (331),0.0000 (116),0.0674 (104),0.4327 (452),0.0000 (127),0.0612 (111),
268893,luho26,0.1270 (159),0.1852 (55),0.0465 (195),0.2122 (216),0.0000 (420),0.0000 (96),0.0000 (284),0.0000 (331),0.0000 (116),0.0000 (109),0.0513 (459),0.0000 (127),0.0000 (112),
273147,ForaMat,0.1270 (159),0.1852 (55),0.0465 (195),0.2122 (216),0.0000 (420),0.0000 (96),0.0000 (284),0.0000 (331),0.0000 (116),0.0000 (109),0.0513 (459),0.0000 (127),0.0000 (112),
266098,paolobasso,0.0919 (160),0.0432 (67),0.0465 (195),0.3186 (214),0.0441 (414),0.0000 (96),0.0000 (284),0.0000 (331),0.0000 (116),0.4324 (96),0.0000 (465),0.1605 (122),0.1176 (104),
267280,Julidan,0.0786 (161),0.0423 (68),0.0455 (196),0.4062 (212),0.0292 (416),0.0000 (96),0.0377 (277),0.0000 (331),0.0000 (116),0.0000 (109),0.0000 (465),0.1358 (123),0.0000 (112),
273059,federico.diana,0.0774 (162),0.0000 (72),0.0000 (200),0.1619 (218),0.1013 (411),0.0000 (96),0.0000 (284),0.0177 (330),0.0000 (116),0.0095 (108),0.0956 (456),0.1615 (121),0.1143 (105),
272998,LongSky,0.0520 (163),0.0412 (69),0.0851 (193),0.0194 (223),0.0149 (419),0.0000 (96),0.1259 (255),0.0000 (331),0.0000 (116),0.0000 (109),0.0000 (465),0.0947 (124),0.0000 (112),
272886,Alessandro.Bagnacani,0.0351 (164),0.0118 (71),0.0580 (194),0.0541 (221),0.0227 (417),0.0435 (93),0.0822 (269),0.0265 (329),0.0849 (99),0.0235 (107),0.0143 (464),0.0000 (127),0.0000 (112),
